name,acronym,AP_location,DV_location,ML_location,avIndex
Periaqueductal gray,PAG,-3.86,3.65,0.29,839
Superior colliculus motor related intermediate white layer,SCiw,-3.86,2.26,1.23,834
Superior colliculus motor related intermediate gray layer,SCig,-3.86,2.07,1.31,835
Superior colliculus motor related intermediate gray layer,SCig,-3.86,2.22,1.45,835
Midbrain reticular nucleus,MRN,-3.94,4.01,-1.48,827
Midbrain reticular nucleus,MRN,-3.94,3.69,-1.39,827
Midbrain reticular nucleus,MRN,-3.94,3.49,-0.94,827
Midbrain,MB,-3.94,3.5,-0.01,807
Midbrain reticular nucleus,MRN,-3.94,3.5,1.03,827
Superior colliculus motor related intermediate white layer,SCiw,-3.94,2.16,1.35,834
Midbrain,MB,-4.02,3.65,-0.24,807
Periaqueductal gray,PAG,-4.02,3.58,0.12,839
Superior colliculus motor related deep gray layer,SCdg,-4.02,2.91,1.09,832
Periaqueductal gray,PAG,-4.22,3.52,-0.16,839
Dorsal nucleus raphe,DR,-4.22,3.74,0.03,882
Paratrochlear nucleus,Pa4,-4.22,3.99,0.4,859
Midbrain reticular nucleus,MRN,-4.22,3.96,0.66,827
Pedunculopontine nucleus,PPN,-4.22,4.5,1.48,868
Periaqueductal gray,PAG,-4.3,3.62,-0.16,839
Dorsal nucleus raphe,DR,-4.3,4.06,-0.04,882
Periaqueductal gray,PAG,-4.3,3.67,0.2,839
Pontine reticular nucleus,PRNr,-4.3,5.32,0.75,932
Pontine reticular nucleus,PRNr,-4.3,5.41,0.89,932
Pontine reticular nucleus,PRNr,-4.3,5.3,0.91,932
Superior colliculus motor related deep gray layer,SCdg,-4.3,2.28,0.94,832
Periaqueductal gray,PAG,-4.3,3.05,0.93,839
Pedunculopontine nucleus,PPN,-4.3,4.52,1.45,868
Pedunculopontine nucleus,PPN,-4.3,4.25,1.58,868
Pontine reticular nucleus,PRNr,-4.46,5.03,-0.48,932
Midbrain reticular nucleus,MRN,-4.46,4.04,0.43,827
Pontine reticular nucleus,PRNr,-4.46,5.08,0.7,932
Pontine reticular nucleus,PRNr,-4.46,5.44,0.76,932
Pontine reticular nucleus,PRNr,-4.46,5.34,0.81,932
Pontine reticular nucleus,PRNr,-4.46,5.52,0.81,932
Midbrain reticular nucleus,MRN,-4.54,4,0.47,827
Periaqueductal gray,PAG,-4.54,3.68,0.62,839
Pontine reticular nucleus,PRNr,-4.54,4.96,0.77,932
Pontine reticular nucleus,PRNr,-4.54,5.26,0.83,932
Pontine reticular nucleus,PRNr,-4.54,5.15,0.84,932
Pontine reticular nucleus caudal part,PRNc,-4.54,5.58,0.87,914
Pedunculopontine nucleus,PPN,-4.54,4.49,1.32,868
Peritrigeminal zone,P5,-4.54,5.62,1.36,921
Pons,P,-4.54,4.16,1.78,884
Periaqueductal gray,PAG,-4.62,3.85,-0.7,839
Midbrain reticular nucleus,MRN,-4.62,4.56,-0.65,827
Periaqueductal gray,PAG,-4.62,3.68,-0.64,839
Pontine reticular nucleus caudal part,PRNc,-4.62,5.31,0.67,914
Pontine reticular nucleus caudal part,PRNc,-4.62,5.74,0.71,914
Pontine reticular nucleus,PRNr,-4.62,5.04,0.73,932
Pontine reticular nucleus,PRNr,-4.62,5,0.81,932
Pontine reticular nucleus,PRNr,-4.62,5.08,0.85,932
Pontine reticular nucleus,PRNr,-4.62,5.24,0.87,932
Pontine reticular nucleus,PRNr,-4.62,5.18,0.88,932
Pontine reticular nucleus,PRNr,-4.62,5.23,0.94,932
Pontine reticular nucleus caudal part,PRNc,-4.62,5.57,0.93,914
Pontine reticular nucleus caudal part,PRNc,-4.62,5.35,0.95,914
Pontine reticular nucleus,PRNr,-4.62,5.06,1.01,932
Pons,P,-4.62,4.62,1.28,884
Motor nucleus of trigeminal,V,-4.62,5.57,1.55,920
Supratrigeminal nucleus,SUT,-4.62,4.97,1.71,918
Motor nucleus of trigeminal,V,-4.7,5.25,-1.79,920
Motor nucleus of trigeminal,V,-4.7,5.21,-1.76,920
Motor nucleus of trigeminal,V,-4.7,5.25,-1.72,920
Supratrigeminal nucleus,SUT,-4.7,4.86,-1.3,918
Pons,P,-4.7,4.68,-0.78,884
Pontine reticular nucleus caudal part,PRNc,-4.7,5.56,0.59,914
Pontine reticular nucleus caudal part,PRNc,-4.7,5.75,0.64,914
Pontine reticular nucleus caudal part,PRNc,-4.7,5.51,0.66,914
Pontine reticular nucleus caudal part,PRNc,-4.7,5.34,0.72,914
Pontine reticular nucleus caudal part,PRNc,-4.7,5.06,0.74,914
Pontine reticular nucleus caudal part,PRNc,-4.7,5.51,0.75,914
Periaqueductal gray,PAG,-4.7,3.69,0.76,839
Pontine reticular nucleus caudal part,PRNc,-4.7,5.03,0.79,914
Pontine reticular nucleus caudal part,PRNc,-4.7,5.2,0.85,914
Pontine reticular nucleus caudal part,PRNc,-4.7,5.13,0.86,914
Pontine reticular nucleus,PRNr,-4.7,4.73,0.88,932
Pontine reticular nucleus caudal part,PRNc,-4.7,5.37,0.99,914
Pontine reticular nucleus caudal part,PRNc,-4.7,5.23,1.03,914
Pontine reticular nucleus caudal part,PRNc,-4.7,5.55,1.09,914
Midbrain,MB,-4.7,3.8,1.1,807
Pons,P,-4.7,5.66,1.19,884
Peritrigeminal zone,P5,-4.7,4.91,1.28,921
Supratrigeminal nucleus,SUT,-4.7,4.91,1.54,918
Parabrachial nucleus,PB,-4.7,4.73,1.79,891
Parabrachial nucleus,PB,-4.7,4.63,1.96,891
Principal sensory nucleus of the trigeminal,PSV,-4.7,5.3,1.98,890
Principal sensory nucleus of the trigeminal,PSV,-4.7,5.12,2,890
Principal sensory nucleus of the trigeminal,PSV,-4.7,5.25,2.07,890
Principal sensory nucleus of the trigeminal,PSV,-4.78,5.47,-2.09,890
Principal sensory nucleus of the trigeminal,PSV,-4.78,5.38,-2.06,890
Principal sensory nucleus of the trigeminal,PSV,-4.78,5.47,-2.04,890
Principal sensory nucleus of the trigeminal,PSV,-4.78,5.17,-2,890
Principal sensory nucleus of the trigeminal,PSV,-4.78,5.94,-1.99,890
Principal sensory nucleus of the trigeminal,PSV,-4.78,5.35,-1.96,890
Principal sensory nucleus of the trigeminal,PSV,-4.78,5.24,-1.95,890
Pons,P,-4.78,5.14,-1.94,884
Principal sensory nucleus of the trigeminal,PSV,-4.78,5.3,-1.94,890
Principal sensory nucleus of the trigeminal,PSV,-4.78,5.39,-1.94,890
Intertrigeminal nucleus,I5,-4.78,5.05,-1.9,924
Supratrigeminal nucleus,SUT,-4.78,4.95,-1.89,918
Intertrigeminal nucleus,I5,-4.78,5.34,-1.89,924
Koelliker-Fuse subnucleus,KF,-4.78,4.77,-1.83,892
Intertrigeminal nucleus,I5,-4.78,5.15,-1.87,924
Supratrigeminal nucleus,SUT,-4.78,4.89,-1.84,918
Motor nucleus of trigeminal,V,-4.78,5.26,-1.81,920
Parvicellular motor 5 nucleus,PC5,-4.78,5.57,-1.78,923
Parvicellular motor 5 nucleus,PC5,-4.78,5.61,-1.78,923
Motor nucleus of trigeminal,V,-4.78,5.16,-1.76,920
Supratrigeminal nucleus,SUT,-4.78,4.91,-1.72,918
Motor nucleus of trigeminal,V,-4.78,5.27,-1.69,920
Motor nucleus of trigeminal,V,-4.78,5.15,-1.68,920
Motor nucleus of trigeminal,V,-4.78,5.01,-1.64,920
Motor nucleus of trigeminal,V,-4.78,5.31,-1.63,920
Motor nucleus of trigeminal,V,-4.78,5.55,-1.62,920
Peritrigeminal zone,P5,-4.78,4.94,-1.39,921
Pontine reticular nucleus caudal part,PRNc,-4.78,5.48,-0.9,914
Laterodorsal tegmental nucleus,LDT,-4.78,3.89,-0.7,930
Pontine reticular nucleus caudal part,PRNc,-4.78,5.69,-0.63,914
Laterodorsal tegmental nucleus,LDT,-4.78,4.06,-0.58,930
Pontine reticular nucleus caudal part,PRNc,-4.78,5.5,-0.5,914
Pontine reticular nucleus caudal part,PRNc,-4.78,5.09,0.58,914
Pontine reticular nucleus caudal part,PRNc,-4.78,6.18,0.66,914
Pontine reticular nucleus caudal part,PRNc,-4.78,5.14,0.72,914
Pontine reticular nucleus caudal part,PRNc,-4.78,6.02,0.92,914
Pontine reticular nucleus caudal part,PRNc,-4.78,6.03,0.98,914
Pontine reticular nucleus caudal part,PRNc,-4.78,5.83,1.19,914
Supratrigeminal nucleus,SUT,-4.78,4.78,1.7,918
Supratrigeminal nucleus,SUT,-4.78,4.87,1.73,918
Supratrigeminal nucleus,SUT,-4.78,4.83,1.84,918
Intertrigeminal nucleus,I5,-4.78,5.14,1.9,924
Koelliker-Fuse subnucleus,KF,-4.78,4.64,2.06,892
Principal sensory nucleus of the trigeminal,PSV,-4.78,5.11,2.08,890
Principal sensory nucleus of the trigeminal,PSV,-4.86,5.49,-2.11,890
Principal sensory nucleus of the trigeminal,PSV,-4.86,5.33,-2.03,890
Principal sensory nucleus of the trigeminal,PSV,-4.86,5.41,-2.05,890
Principal sensory nucleus of the trigeminal,PSV,-4.86,5.48,-1.99,890
Principal sensory nucleus of the trigeminal,PSV,-4.86,5.61,-1.99,890
Principal sensory nucleus of the trigeminal,PSV,-4.86,5.25,-1.97,890
Principal sensory nucleus of the trigeminal,PSV,-4.86,5.43,-1.96,890
Intertrigeminal nucleus,I5,-4.86,5.17,-1.92,924
Principal sensory nucleus of the trigeminal,PSV,-4.86,5.39,-1.93,890
Intertrigeminal nucleus,I5,-4.86,5.03,-1.89,924
Intertrigeminal nucleus,I5,-4.86,5.36,-1.84,924
Intertrigeminal nucleus,I5,-4.86,5.3,-1.83,924
Motor nucleus of trigeminal,V,-4.86,5.08,-1.78,920
Supratrigeminal nucleus,SUT,-4.86,4.89,-1.77,918
Motor nucleus of trigeminal,V,-4.86,4.97,-1.74,920
Pons,P,-4.86,5.73,-1.77,884
Supratrigeminal nucleus,SUT,-4.86,4.85,-1.75,918
Motor nucleus of trigeminal,V,-4.86,5.25,-1.74,920
Motor nucleus of trigeminal,V,-4.86,5.33,-1.75,920
Motor nucleus of trigeminal,V,-4.86,5.19,-1.74,920
Supratrigeminal nucleus,SUT,-4.86,4.88,-1.71,918
Motor nucleus of trigeminal,V,-4.86,5.38,-1.71,920
Motor nucleus of trigeminal,V,-4.86,5.27,-1.69,920
Motor nucleus of trigeminal,V,-4.86,5.17,-1.66,920
Motor nucleus of trigeminal,V,-4.86,5.49,-1.66,920
Motor nucleus of trigeminal,V,-4.86,4.97,-1.65,920
Supratrigeminal nucleus,SUT,-4.86,4.86,-1.64,918
Motor nucleus of trigeminal,V,-4.86,4.93,-1.61,920
Supratrigeminal nucleus,SUT,-4.86,4.72,-1.61,918
Motor nucleus of trigeminal,V,-4.86,5.3,-1.61,920
Motor nucleus of trigeminal,V,-4.86,5.51,-1.61,920
Supratrigeminal nucleus,SUT,-4.86,4.82,-1.58,918
Motor nucleus of trigeminal,V,-4.86,5.01,-1.57,920
Parabrachial nucleus,PB,-4.86,4.64,-1.55,891
Motor nucleus of trigeminal,V,-4.86,5.32,-1.54,920
Motor nucleus of trigeminal,V,-4.86,4.95,-1.54,920
Motor nucleus of trigeminal,V,-4.86,4.9,-1.52,920
Motor nucleus of trigeminal,V,-4.86,5.12,-1.5,920
Motor nucleus of trigeminal,V,-4.86,4.98,-1.5,920
Motor nucleus of trigeminal,V,-4.86,5.2,-1.47,920
Motor nucleus of trigeminal,V,-4.86,5.18,-1.34,920
Pons,P,-4.86,6.04,-1.2,884
Pontine reticular nucleus caudal part,PRNc,-4.86,5.16,-0.71,914
Pontine reticular nucleus caudal part,PRNc,-4.86,5.23,-0.59,914
Nucleus raphe magnus,RM,-4.86,6.24,0.01,1012
Pontine reticular nucleus caudal part,PRNc,-4.86,5.11,0.57,914
Pontine reticular nucleus caudal part,PRNc,-4.86,4.97,0.58,914
Pontine reticular nucleus caudal part,PRNc,-4.86,5.58,0.65,914
Supratrigeminal nucleus,SUT,-4.86,4.8,1.21,918
Pons,P,-4.86,6.13,1.33,884
Pons,P,-4.86,5.73,1.86,884
Koelliker-Fuse subnucleus,KF,-4.86,4.78,1.98,892
Koelliker-Fuse subnucleus,KF,-4.86,4.66,2.01,892
Principal sensory nucleus of the trigeminal,PSV,-4.94,5.16,-2.15,890
Principal sensory nucleus of the trigeminal,PSV,-4.94,5.12,-2.14,890
Principal sensory nucleus of the trigeminal,PSV,-4.94,5.03,-2.08,890
Principal sensory nucleus of the trigeminal,PSV,-4.94,5.08,-2.06,890
Koelliker-Fuse subnucleus,KF,-4.94,4.74,-2.06,892
Principal sensory nucleus of the trigeminal,PSV,-4.94,5.24,-2.06,890
Principal sensory nucleus of the trigeminal,PSV,-4.94,5.31,-2.07,890
Principal sensory nucleus of the trigeminal,PSV,-4.94,4.83,-2.03,890
Principal sensory nucleus of the trigeminal,PSV,-4.94,5.17,-2.03,890
Koelliker-Fuse subnucleus,KF,-4.94,4.73,-2.03,892
Principal sensory nucleus of the trigeminal,PSV,-4.94,5.32,-2.03,890
Principal sensory nucleus of the trigeminal,PSV,-4.94,5.52,-2.04,890
Principal sensory nucleus of the trigeminal,PSV,-4.94,5.14,-2.03,890
Koelliker-Fuse subnucleus,KF,-4.94,4.65,-2.01,892
Principal sensory nucleus of the trigeminal,PSV,-4.94,5.05,-2.02,890
Principal sensory nucleus of the trigeminal,PSV,-4.94,5.21,-2.01,890
Principal sensory nucleus of the trigeminal,PSV,-4.94,5.41,-2,890
Principal sensory nucleus of the trigeminal,PSV,-4.94,5.07,-1.99,890
Koelliker-Fuse subnucleus,KF,-4.94,4.62,-1.99,892
Principal sensory nucleus of the trigeminal,PSV,-4.94,5,-1.99,890
Principal sensory nucleus of the trigeminal,PSV,-4.94,5.1,-1.98,890
Principal sensory nucleus of the trigeminal,PSV,-4.94,5.17,-1.99,890
Principal sensory nucleus of the trigeminal,PSV,-4.94,5.49,-1.99,890
Koelliker-Fuse subnucleus,KF,-4.94,4.65,-1.97,892
Principal sensory nucleus of the trigeminal,PSV,-4.94,5.35,-1.96,890
Koelliker-Fuse subnucleus,KF,-4.94,4.6,-1.93,892
Principal sensory nucleus of the trigeminal,PSV,-4.94,5.15,-1.95,890
Koelliker-Fuse subnucleus,KF,-4.94,4.53,-1.94,892
Koelliker-Fuse subnucleus,KF,-4.94,4.71,-1.94,892
Principal sensory nucleus of the trigeminal,PSV,-4.94,5.84,-1.94,890
Intertrigeminal nucleus,I5,-4.94,5.05,-1.92,924
Koelliker-Fuse subnucleus,KF,-4.94,4.82,-1.91,892
Koelliker-Fuse subnucleus,KF,-4.94,4.58,-1.81,892
Koelliker-Fuse subnucleus,KF,-4.94,4.68,-1.82,892
Intertrigeminal nucleus,I5,-4.94,5.15,-1.82,924
Parabrachial nucleus,PB,-4.94,4.36,-1.68,891
Motor nucleus of trigeminal,V,-4.94,5.5,-1.65,920
Supratrigeminal nucleus,SUT,-4.94,4.77,-1.62,918
Motor nucleus of trigeminal,V,-4.94,5.02,-1.61,920
Parabrachial nucleus,PB,-4.94,4.17,-1.6,891
Supratrigeminal nucleus,SUT,-4.94,4.67,-1.53,918
Supratrigeminal nucleus,SUT,-4.94,4.8,-1.54,918
Motor nucleus of trigeminal,V,-4.94,5.6,-1.54,920
Peritrigeminal zone,P5,-4.94,4.97,-1.27,921
Supratrigeminal nucleus,SUT,-4.94,4.71,-1.19,918
Pontine reticular nucleus caudal part,PRNc,-4.94,4.97,0.64,914
Pontine reticular nucleus caudal part,PRNc,-4.94,5.37,0.76,914
Pontine reticular nucleus caudal part,PRNc,-4.94,5.44,0.78,914
Pons,P,-4.94,4.66,1.02,884
Pons,P,-4.94,4.63,1.05,884
Pontine reticular nucleus caudal part,PRNc,-4.94,6.19,1.09,914
Pons,P,-4.94,6.11,1.17,884
Pons,P,-4.94,4.64,1.2,884
Pons,P,-4.94,5.67,1.22,884
Supratrigeminal nucleus,SUT,-4.94,4.75,1.55,918
Parabrachial nucleus,PB,-4.94,4.62,1.56,891
Parabrachial nucleus,PB,-4.94,4.62,1.62,891
superior cerebelar peduncles,scp,-4.94,4.45,1.65,1175
Parabrachial nucleus,PB,-4.94,4.31,1.7,891
Intertrigeminal nucleus,I5,-4.94,5.04,1.8,924
Pons,P,-4.94,4.83,1.91,884
Principal sensory nucleus of the trigeminal,PSV,-5.04,5.22,-2.23,890
Principal sensory nucleus of the trigeminal,PSV,-5.04,5.12,-2.2,890
Principal sensory nucleus of the trigeminal,PSV,-5.04,5.02,-2.18,890
Principal sensory nucleus of the trigeminal,PSV,-5.04,5.05,-2.14,890
Principal sensory nucleus of the trigeminal,PSV,-5.04,5.12,-2.14,890
Principal sensory nucleus of the trigeminal,PSV,-5.04,5.24,-2.13,890
Principal sensory nucleus of the trigeminal,PSV,-5.04,4.95,-2.11,890
Principal sensory nucleus of the trigeminal,PSV,-5.04,5.1,-2.08,890
Principal sensory nucleus of the trigeminal,PSV,-5.04,4.8,-2.07,890
Koelliker-Fuse subnucleus,KF,-5.04,4.75,-2.06,892
Principal sensory nucleus of the trigeminal,PSV,-5.04,4.94,-2.01,890
Principal sensory nucleus of the trigeminal,PSV,-5.04,5.22,-2.07,890
Principal sensory nucleus of the trigeminal,PSV,-5.04,5.17,-2.05,890
Principal sensory nucleus of the trigeminal,PSV,-5.04,5.31,-2.05,890
Principal sensory nucleus of the trigeminal,PSV,-5.04,5.38,-2.03,890
Principal sensory nucleus of the trigeminal,PSV,-5.04,4.82,-2.02,890
Principal sensory nucleus of the trigeminal,PSV,-5.04,5.06,-2,890
Principal sensory nucleus of the trigeminal,PSV,-5.04,4.87,-2,890
Koelliker-Fuse subnucleus,KF,-5.04,4.75,-1.98,892
Principal sensory nucleus of the trigeminal,PSV,-5.04,5.18,-1.99,890
Principal sensory nucleus of the trigeminal,PSV,-5.04,4.81,-1.97,890
Principal sensory nucleus of the trigeminal,PSV,-5.04,5.49,-1.97,890
Pons,P,-5.04,4.85,-1.9,884
Principal sensory nucleus of the trigeminal,PSV,-5.04,5.57,-1.96,890
Parabrachial nucleus,PB,-5.04,4.44,-1.87,891
Koelliker-Fuse subnucleus,KF,-5.04,4.76,-1.85,892
Parabrachial nucleus,PB,-5.04,4.4,-1.87,891
Parabrachial nucleus,PB,-5.04,4.37,-1.85,891
Pons,P,-5.04,4.82,-1.85,884
Pons,P,-5.04,4.81,-1.81,884
Koelliker-Fuse subnucleus,KF,-5.04,4.65,-1.8,892
Parvicellular reticular nucleus,PARN,-5.04,6,-1.8,989
Motor nucleus of trigeminal,V,-5.04,5.26,-1.76,920
superior cerebelar peduncles,scp,-5.04,4.52,-1.75,1175
Parabrachial nucleus,PB,-5.04,4.64,-1.64,891
Parabrachial nucleus,PB,-5.04,4.58,-1.62,891
Pons,P,-5.04,4.69,-1.59,884
Supratrigeminal nucleus,SUT,-5.04,4.85,-1.48,918
Parabrachial nucleus,PB,-5.04,4.47,-1.47,891
Supratrigeminal nucleus,SUT,-5.04,4.85,-1.44,918
Parvicellular reticular nucleus,PARN,-5.04,5.84,-1.45,989
Motor nucleus of trigeminal,V,-5.04,5.05,-1.36,920
Motor nucleus of trigeminal,V,-5.04,5.01,-1.32,920
Supratrigeminal nucleus,SUT,-5.04,4.84,-1.3,918
Peritrigeminal zone,P5,-5.04,5.16,-1.23,921
Pons,P,-5.04,5.56,-1.22,884
Pons,P,-5.04,5.57,-1.18,884
Pontine reticular nucleus caudal part,PRNc,-5.04,6.15,-1.06,914
Pontine reticular nucleus caudal part,PRNc,-5.04,5.9,-0.99,914
Pontine reticular nucleus caudal part,PRNc,-5.04,4.9,-0.85,914
Pontine reticular nucleus caudal part,PRNc,-5.04,5.86,-0.49,914
Pons,P,-5.04,5.94,0.04,884
Pontine reticular nucleus caudal part,PRNc,-5.04,4.87,0.87,914
Pontine reticular nucleus caudal part,PRNc,-5.04,6.07,1,914
Pontine reticular nucleus caudal part,PRNc,-5.04,5.32,1.04,914
Pons,P,-5.04,5.44,1.11,884
Pons,P,-5.04,5.88,1.14,884
Pons,P,-5.04,4.71,1.32,884
Supratrigeminal nucleus,SUT,-5.04,4.79,1.35,918
Parabrachial nucleus,PB,-5.04,4.64,1.7,891
Supratrigeminal nucleus,SUT,-5.04,4.88,1.7,918
Principal sensory nucleus of the trigeminal,PSV,-5.1,4.87,-2.13,890
Principal sensory nucleus of the trigeminal,PSV,-5.1,4.81,-2.12,890
Principal sensory nucleus of the trigeminal,PSV,-5.1,4.98,-2.12,890
Koelliker-Fuse subnucleus,KF,-5.1,4.77,-2.09,892
Koelliker-Fuse subnucleus,KF,-5.1,4.7,-2.08,892
Principal sensory nucleus of the trigeminal,PSV,-5.1,4.88,-2.05,890
Principal sensory nucleus of the trigeminal,PSV,-5.1,4.92,-2.07,890
Koelliker-Fuse subnucleus,KF,-5.1,4.69,-2.03,892
Koelliker-Fuse subnucleus,KF,-5.1,4.72,-1.97,892
Principal sensory nucleus of the trigeminal,PSV,-5.1,5.05,-1.97,890
Principal sensory nucleus of the trigeminal,PSV,-5.1,4.86,-1.92,890
Principal sensory nucleus of the trigeminal,PSV,-5.1,5.94,-1.9,890
Lobule III,CENT3,-5.1,4.11,-1.87,1030
Koelliker-Fuse subnucleus,KF,-5.1,4.67,-1.87,892
Principal sensory nucleus of the trigeminal,PSV,-5.1,5.98,-1.87,890
superior cerebelar peduncles,scp,-5.1,4.53,-1.8,1175
Parvicellular reticular nucleus,PARN,-5.1,6.14,-1.78,989
Pons,P,-5.1,4.84,-1.69,884
Parvicellular reticular nucleus,PARN,-5.1,5.64,-1.65,989
superior cerebelar peduncles,scp,-5.1,4.33,-1.62,1175
Parvicellular reticular nucleus,PARN,-5.1,5.77,-1.63,989
Parabrachial nucleus,PB,-5.1,4.44,-1.54,891
facial nerve,VIIn,-5.1,5.97,-1.37,1131
Pons,P,-5.1,4.97,-1.28,884
Pons,P,-5.1,4.72,-1.27,884
Pons,P,-5.1,5,-1.24,884
Pons,P,-5.1,5.16,-1.2,884
Pons,P,-5.1,5.31,-1.16,884
Pons,P,-5.1,4.83,-1.13,884
Pontine reticular nucleus caudal part,PRNc,-5.1,5.76,-1.01,914
Pontine reticular nucleus caudal part,PRNc,-5.1,6.09,-0.98,914
Pons,P,-5.1,4.84,-0.8,884
Pontine reticular nucleus caudal part,PRNc,-5.1,5.41,-0.69,914
Pontine reticular nucleus caudal part,PRNc,-5.1,6.26,-0.63,914
Pontine reticular nucleus caudal part,PRNc,-5.1,5.91,-0.6,914
Pons,P,-5.1,5.71,-0.06,884
Gigantocellular reticular nucleus,GRN,-5.1,6.29,0.27,976
Pontine reticular nucleus caudal part,PRNc,-5.1,6.27,0.63,914
Pontine central gray,PCG,-5.1,4.51,0.64,912
Sublaterodorsal nucleus,SLD,-5.1,4.69,0.67,935
Pons,P,-5.1,4.75,0.8,884
Pontine reticular nucleus caudal part,PRNc,-5.1,5.78,0.79,914
Pontine reticular nucleus caudal part,PRNc,-5.1,5,0.88,914
Pontine reticular nucleus caudal part,PRNc,-5.1,5.12,0.9,914
Pontine reticular nucleus caudal part,PRNc,-5.1,5.68,0.93,914
Pons,P,-5.1,5.55,1.21,884
Pons,P,-5.1,4.77,1.6,884
Principal sensory nucleus of the trigeminal,PSV,-5.1,5.22,1.91,890
Koelliker-Fuse subnucleus,KF,-5.18,4.81,-2.09,892
Koelliker-Fuse subnucleus,KF,-5.18,4.77,-2.04,892
Principal sensory nucleus of the trigeminal,PSV,-5.18,5.47,-2.06,890
Koelliker-Fuse subnucleus,KF,-5.18,4.67,-2.05,892
Koelliker-Fuse subnucleus,KF,-5.18,4.53,-2.01,892
Koelliker-Fuse subnucleus,KF,-5.18,4.88,-2.01,892
Koelliker-Fuse subnucleus,KF,-5.18,4.78,-1.98,892
Koelliker-Fuse subnucleus,KF,-5.18,4.81,-1.91,892
Principal sensory nucleus of the trigeminal,PSV,-5.18,5.1,-1.88,890
Principal sensory nucleus of the trigeminal,PSV,-5.18,5.89,-1.89,890
Parabrachial nucleus,PB,-5.18,4.17,-1.81,891
Parabrachial nucleus,PB,-5.18,4.6,-1.67,891
Pons,P,-5.18,4.78,-1.66,884
Parabrachial nucleus,PB,-5.18,4.53,-1.65,891
Parabrachial nucleus,PB,-5.18,4.06,-1.6,891
Pons,P,-5.18,4.8,-1.53,884
Pons,P,-5.18,4.69,-1.19,884
Pons,P,-5.18,4.79,-1.13,884
Pons,P,-5.18,5,-1.12,884
