name,acronym,AP_location,DV_location,ML_location,avIndex
Parvicellular reticular nucleus,PARN,-6.76,6.5,-1.4,989
Parvicellular reticular nucleus,PARN,-6.76,6.3,-1.38,989
Parvicellular reticular nucleus,PARN,-6.76,5.94,-1.26,989
Lateral reticular nucleus magnocellular part,LRNm,-6.76,6.93,-1.25,983
Intermediate reticular nucleus,IRN,-6.76,6.43,-1.23,979
Intermediate reticular nucleus,IRN,-6.76,6.28,-1.21,979
Intermediate reticular nucleus,IRN,-6.76,6.48,-1.21,979
Lateral reticular nucleus magnocellular part,LRNm,-6.76,6.86,-1.21,983
Intermediate reticular nucleus,IRN,-6.76,6.61,-1.15,979
Lateral reticular nucleus magnocellular part,LRNm,-6.76,6.9,-1.16,983
Intermediate reticular nucleus,IRN,-6.76,6.28,-1.14,979
Intermediate reticular nucleus,IRN,-6.76,6.5,-1.13,979
Nucleus of the solitary tract,NTS,-6.76,5.38,-1.13,949
Intermediate reticular nucleus,IRN,-6.76,6.53,-1.1,979
Lateral reticular nucleus magnocellular part,LRNm,-6.76,6.71,-1.1,983
Intermediate reticular nucleus,IRN,-6.76,6.57,-1.09,979
Lateral reticular nucleus magnocellular part,LRNm,-6.76,6.87,-1.07,983
Lateral reticular nucleus magnocellular part,LRNm,-6.76,6.8,-1.02,983
Lateral reticular nucleus magnocellular part,LRNm,-6.76,6.64,-1.03,983
Lateral reticular nucleus magnocellular part,LRNm,-6.76,6.94,-1.02,983
Parvicellular reticular nucleus,PARN,-6.76,5.56,-0.95,989
Lateral reticular nucleus magnocellular part,LRNm,-6.76,6.82,-0.93,983
Intermediate reticular nucleus,IRN,-6.76,6.53,-0.91,979
Lateral reticular nucleus magnocellular part,LRNm,-6.76,6.61,-0.88,983
Lateral reticular nucleus magnocellular part,LRNm,-6.76,6.71,-0.88,983
Lateral reticular nucleus magnocellular part,LRNm,-6.76,6.81,-0.86,983
Lateral reticular nucleus magnocellular part,LRNm,-6.76,6.96,-0.87,983
Intermediate reticular nucleus,IRN,-6.76,6.5,-0.85,979
Intermediate reticular nucleus,IRN,-6.76,6.3,-0.82,979
Lateral reticular nucleus magnocellular part,LRNm,-6.76,6.73,-0.81,983
Medulla,MY,-6.76,7,-0.79,936
Lateral reticular nucleus magnocellular part,LRNm,-6.76,6.63,-0.76,983
Gigantocellular reticular nucleus,GRN,-6.76,6.53,-0.72,976
Intermediate reticular nucleus,IRN,-6.76,5.68,-0.69,979
Gigantocellular reticular nucleus,GRN,-6.76,6.47,-0.67,976
Gigantocellular reticular nucleus,GRN,-6.76,6.4,-0.66,976
Gigantocellular reticular nucleus,GRN,-6.76,6.57,-0.63,976
Gigantocellular reticular nucleus,GRN,-6.76,6.47,-0.6,976
Gigantocellular reticular nucleus,GRN,-6.76,6.69,-0.49,976
Gigantocellular reticular nucleus,GRN,-6.76,6.74,-0.39,976
Gigantocellular reticular nucleus,GRN,-6.76,6.18,-0.36,976
Gigantocellular reticular nucleus,GRN,-6.76,6.45,-0.26,976
Gigantocellular reticular nucleus,GRN,-6.76,6.34,-0.25,976
Gigantocellular reticular nucleus,GRN,-6.76,6.25,-0.2,976
crossed tectospinal pathway,tspc,-6.76,6.56,-0.17,1230
Gigantocellular reticular nucleus,GRN,-6.76,6.37,-0.15,976
Gigantocellular reticular nucleus,GRN,-6.76,6.37,-0.09,976
crossed tectospinal pathway,tspc,-6.76,6.44,-0.05,1230
Gigantocellular reticular nucleus,GRN,-6.76,6.22,-0.03,976
crossed tectospinal pathway,tspc,-6.76,6.41,0.05,1230
Medulla,MY,-6.76,6.63,0.08,936
crossed tectospinal pathway,tspc,-6.76,6.43,0.11,1230
Gigantocellular reticular nucleus,GRN,-6.76,6.37,0.16,976
Hypoglossal nucleus,XII,-6.76,5.6,0.31,1008
Gigantocellular reticular nucleus,GRN,-6.76,6.73,0.33,976
Gigantocellular reticular nucleus,GRN,-6.76,6.54,0.41,976
Gigantocellular reticular nucleus,GRN,-6.76,6.66,0.45,976
Gigantocellular reticular nucleus,GRN,-6.76,5.98,0.48,976
Nucleus of the solitary tract,NTS,-6.76,5.4,0.66,949
Gigantocellular reticular nucleus,GRN,-6.76,6.31,0.68,976
Gigantocellular reticular nucleus,GRN,-6.76,6.83,0.68,976
Intermediate reticular nucleus,IRN,-6.76,5.64,0.71,979
Intermediate reticular nucleus,IRN,-6.76,5.79,0.71,979
Intermediate reticular nucleus,IRN,-6.76,5.82,0.76,979
Intermediate reticular nucleus,IRN,-6.76,5.84,0.83,979
Intermediate reticular nucleus,IRN,-6.76,5.72,0.87,979
Medulla,MY,-6.76,7.15,0.9,936
Intermediate reticular nucleus,IRN,-6.76,5.96,0.96,979
Intermediate reticular nucleus,IRN,-6.76,6.24,0.95,979
Intermediate reticular nucleus,IRN,-6.76,6.42,1.16,979
Lateral reticular nucleus magnocellular part,LRNm,-6.76,7.04,1.16,983
Intermediate reticular nucleus,IRN,-6.76,6.62,1.2,979
Lateral reticular nucleus magnocellular part,LRNm,-6.76,7.06,1.27,983
Paragigantocellular reticular nucleus lateral part,PGRNl,-6.76,6.94,1.38,993
Parvicellular reticular nucleus,PARN,-6.76,6.2,1.57,989
Parvicellular reticular nucleus,PARN,-6.76,6.73,1.65,989
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.84,5.95,-2.34,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.84,6.3,-2.32,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.84,6.04,-2.28,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.84,6.16,-2.25,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.84,6.35,-2.15,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.84,6.32,-1.89,956
Parvicellular reticular nucleus,PARN,-6.84,6.25,-1.71,989
Lateral reticular nucleus magnocellular part,LRNm,-6.84,6.84,-1.67,983
Parvicellular reticular nucleus,PARN,-6.84,6.1,-1.62,989
Lateral reticular nucleus magnocellular part,LRNm,-6.84,6.91,-1.57,983
Parvicellular reticular nucleus,PARN,-6.84,6.08,-1.56,989
Intermediate reticular nucleus,IRN,-6.84,6.64,-1.47,979
Parvicellular reticular nucleus,PARN,-6.84,6.58,-1.46,989
Parvicellular reticular nucleus,PARN,-6.84,6.03,-1.43,989
Parvicellular reticular nucleus,PARN,-6.84,6.2,-1.4,989
Medulla,MY,-6.84,6.68,-1.39,936
Intermediate reticular nucleus,IRN,-6.84,6.61,-1.38,979
Parvicellular reticular nucleus,PARN,-6.84,6.3,-1.37,989
Medulla,MY,-6.84,6.62,-1.33,936
Parvicellular reticular nucleus,PARN,-6.84,6.3,-1.31,989
Nucleus ambiguus ventral division,AMBv,-6.84,6.66,-1.31,973
Intermediate reticular nucleus,IRN,-6.84,6.5,-1.24,979
Lateral reticular nucleus magnocellular part,LRNm,-6.84,6.87,-1.22,983
Intermediate reticular nucleus,IRN,-6.84,6.22,-1.2,979
Intermediate reticular nucleus,IRN,-6.84,6.62,-1.18,979
Intermediate reticular nucleus,IRN,-6.84,6.53,-1.18,979
Parvicellular reticular nucleus,PARN,-6.84,5.78,-1.18,989
Intermediate reticular nucleus,IRN,-6.84,6.69,-1.17,979
Intermediate reticular nucleus,IRN,-6.84,6.54,-1.13,979
Lateral reticular nucleus magnocellular part,LRNm,-6.84,6.8,-1.14,983
Intermediate reticular nucleus,IRN,-6.84,6.38,-1.12,979
Intermediate reticular nucleus,IRN,-6.84,6.46,-1.11,979
Intermediate reticular nucleus,IRN,-6.84,6.33,-1.1,979
Intermediate reticular nucleus,IRN,-6.84,6.71,-1.1,979
Intermediate reticular nucleus,IRN,-6.84,6.54,-1.06,979
Intermediate reticular nucleus,IRN,-6.84,6.2,-1.05,979
Lateral reticular nucleus magnocellular part,LRNm,-6.84,6.83,-1.05,983
Lateral reticular nucleus magnocellular part,LRNm,-6.84,6.65,-1.02,983
Nucleus of the solitary tract,NTS,-6.84,5.44,-1,949
Intermediate reticular nucleus,IRN,-6.84,6.23,-1,979
Intermediate reticular nucleus,IRN,-6.84,6.42,-0.98,979
Lateral reticular nucleus magnocellular part,LRNm,-6.84,6.7,-0.96,983
Intermediate reticular nucleus,IRN,-6.84,6.49,-0.96,979
Lateral reticular nucleus magnocellular part,LRNm,-6.84,6.77,-0.96,983
Lateral reticular nucleus magnocellular part,LRNm,-6.84,6.65,-0.94,983
Lateral reticular nucleus magnocellular part,LRNm,-6.84,6.81,-0.95,983
Lateral reticular nucleus magnocellular part,LRNm,-6.84,6.67,-0.88,983
Parvicellular reticular nucleus,PARN,-6.84,5.58,-0.86,989
Parvicellular reticular nucleus,PARN,-6.84,5.65,-0.86,989
Lateral reticular nucleus magnocellular part,LRNm,-6.84,6.77,-0.87,983
Intermediate reticular nucleus,IRN,-6.84,6.38,-0.86,979
Lateral reticular nucleus magnocellular part,LRNm,-6.84,6.62,-0.83,983
Nucleus of the solitary tract,NTS,-6.84,5.32,-0.81,949
Nucleus of the solitary tract,NTS,-6.84,5.45,-0.71,949
Intermediate reticular nucleus,IRN,-6.84,5.52,-0.7,979
Gigantocellular reticular nucleus,GRN,-6.84,6.4,-0.71,976
Intermediate reticular nucleus,IRN,-6.84,6.18,-0.68,979
Gigantocellular reticular nucleus,GRN,-6.84,6.44,-0.59,976
Gigantocellular reticular nucleus,GRN,-6.84,6.48,-0.37,976
Medulla,MY,-6.84,6.87,-0.37,936
Gigantocellular reticular nucleus,GRN,-6.84,6.51,-0.35,976
Nucleus raphe obscurus,RO,-6.84,6.43,0.01,1014
Gigantocellular reticular nucleus,GRN,-6.84,6.19,0.05,976
Gigantocellular reticular nucleus,GRN,-6.84,6.45,0.14,976
Gigantocellular reticular nucleus,GRN,-6.84,6.59,0.23,976
Gigantocellular reticular nucleus,GRN,-6.84,6.03,0.24,976
Gigantocellular reticular nucleus,GRN,-6.84,6.51,0.29,976
Gigantocellular reticular nucleus,GRN,-6.84,6.03,0.37,976
Medulla,MY,-6.84,6.85,0.48,936
Intermediate reticular nucleus,IRN,-6.84,5.55,0.63,979
Intermediate reticular nucleus,IRN,-6.84,5.87,0.76,979
Intermediate reticular nucleus,IRN,-6.84,6.09,0.8,979
Intermediate reticular nucleus,IRN,-6.84,5.9,0.81,979
Intermediate reticular nucleus,IRN,-6.84,6.07,0.94,979
Intermediate reticular nucleus,IRN,-6.84,6.37,1.14,979
Parvicellular reticular nucleus,PARN,-6.84,5.96,1.19,989
Intermediate reticular nucleus,IRN,-6.84,6.49,1.34,979
Parvicellular reticular nucleus,PARN,-6.84,6.62,1.53,989
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.92,6.09,-2.38,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.92,6.33,-2.35,956
Parvicellular reticular nucleus,PARN,-6.92,6.28,-1.71,989
Parvicellular reticular nucleus,PARN,-6.92,6.33,-1.65,989
Parvicellular reticular nucleus,PARN,-6.92,6.42,-1.62,989
Parvicellular reticular nucleus,PARN,-6.92,6.33,-1.62,989
Parvicellular reticular nucleus,PARN,-6.92,6.04,-1.6,989
Parvicellular reticular nucleus,PARN,-6.92,6.15,-1.61,989
Parvicellular reticular nucleus,PARN,-6.92,6.09,-1.58,989
Parvicellular reticular nucleus,PARN,-6.92,6.24,-1.56,989
Parvicellular reticular nucleus,PARN,-6.92,6.33,-1.56,989
Parvicellular reticular nucleus,PARN,-6.92,6.17,-1.54,989
Parvicellular reticular nucleus,PARN,-6.92,6.01,-1.51,989
Parvicellular reticular nucleus,PARN,-6.92,6.05,-1.51,989
Parvicellular reticular nucleus,PARN,-6.92,6.12,-1.49,989
Parvicellular reticular nucleus,PARN,-6.92,6.28,-1.44,989
Intermediate reticular nucleus,IRN,-6.92,6.65,-1.4,979
Medulla,MY,-6.92,6.66,-1.36,936
Parvicellular reticular nucleus,PARN,-6.92,6.23,-1.29,989
Parvicellular reticular nucleus,PARN,-6.92,5.75,-1.25,989
Intermediate reticular nucleus,IRN,-6.92,6.86,-1.23,979
Intermediate reticular nucleus,IRN,-6.92,6.54,-1.21,979
Intermediate reticular nucleus,IRN,-6.92,6.63,-1.2,979
Intermediate reticular nucleus,IRN,-6.92,6.38,-1.19,979
Intermediate reticular nucleus,IRN,-6.92,6.56,-1.15,979
Lateral reticular nucleus magnocellular part,LRNm,-6.92,6.88,-1.15,983
Intermediate reticular nucleus,IRN,-6.92,6.34,-1.14,979
Intermediate reticular nucleus,IRN,-6.92,6.67,-1.14,979
Intermediate reticular nucleus,IRN,-6.92,6.61,-1.13,979
Intermediate reticular nucleus,IRN,-6.92,6.54,-1.11,979
Intermediate reticular nucleus,IRN,-6.92,6.11,-1.1,979
Intermediate reticular nucleus,IRN,-6.92,6.68,-1.06,979
Intermediate reticular nucleus,IRN,-6.92,6.28,-1.08,979
Lateral reticular nucleus magnocellular part,LRNm,-6.92,6.86,-1.06,983
Lateral reticular nucleus magnocellular part,LRNm,-6.92,6.77,-1.07,983
Intermediate reticular nucleus,IRN,-6.92,6.42,-1.01,979
Intermediate reticular nucleus,IRN,-6.92,6.34,-0.98,979
Parvicellular reticular nucleus,PARN,-6.92,5.66,-0.97,989
Parvicellular reticular nucleus,PARN,-6.92,5.55,-0.96,989
Lateral reticular nucleus magnocellular part,LRNm,-6.92,6.66,-0.9,983
Lateral reticular nucleus magnocellular part,LRNm,-6.92,6.77,-0.9,983
Medulla,MY,-6.92,7.15,-0.9,936
Nucleus of the solitary tract,NTS,-6.92,5.22,-0.8,949
Medulla,MY,-6.92,7.02,-0.8,936
Nucleus of the solitary tract,NTS,-6.92,5.43,-0.75,949
Gigantocellular reticular nucleus,GRN,-6.92,6.49,-0.73,976
Medulla,MY,-6.92,7.08,-0.7,936
Intermediate reticular nucleus,IRN,-6.92,5.53,-0.69,979
Nucleus of the solitary tract,NTS,-6.92,5.46,-0.68,949
Nucleus of the solitary tract,NTS,-6.92,5.41,-0.67,949
Medulla,MY,-6.92,5.46,-0.64,936
Gigantocellular reticular nucleus,GRN,-6.92,6.76,-0.55,976
Gigantocellular reticular nucleus,GRN,-6.92,6.36,-0.51,976
Gigantocellular reticular nucleus,GRN,-6.92,6.53,-0.33,976
Hypoglossal nucleus,XII,-6.92,5.64,-0.31,1008
Gigantocellular reticular nucleus,GRN,-6.92,6.15,-0.31,976
Gigantocellular reticular nucleus,GRN,-6.92,6.46,-0.3,976
Gigantocellular reticular nucleus,GRN,-6.92,6.26,-0.29,976
Medulla,MY,-6.92,6.53,-0.26,936
Gigantocellular reticular nucleus,GRN,-6.92,6.45,-0.23,976
Medulla,MY,-6.92,6.53,-0.17,936
crossed tectospinal pathway,tspc,-6.92,6.59,-0.17,1230
Gigantocellular reticular nucleus,GRN,-6.92,6.3,-0.15,976
Medulla,MY,-6.92,6.78,0.01,936
Inferior olivary complex,IO,-6.92,6.86,0.03,978
Medulla,MY,-6.92,6.32,0.11,936
crossed tectospinal pathway,tspc,-6.92,6.59,0.11,1230
crossed tectospinal pathway,tspc,-6.92,6.5,0.13,1230
Medulla,MY,-6.92,7.23,0.19,936
Medulla,MY,-6.92,6.59,0.22,936
Nucleus of Roller,NR,-6.92,5.88,0.22,996
Medulla,MY,-6.92,6.63,0.22,936
Medulla,MY,-6.92,6.73,0.36,936
Hypoglossal nucleus,XII,-6.92,5.65,0.39,1008
Dorsal motor nucleus of the vagus nerve,DMX,-6.92,5.3,0.54,974
Intermediate reticular nucleus,IRN,-6.92,5.59,0.59,979
Intermediate reticular nucleus,IRN,-6.92,5.72,0.74,979
Intermediate reticular nucleus,IRN,-6.92,5.76,0.75,979
Nucleus of the solitary tract,NTS,-6.92,5.4,0.76,949
Medulla,MY,-6.92,7.18,0.78,936
Intermediate reticular nucleus,IRN,-6.92,5.83,0.79,979
Intermediate reticular nucleus,IRN,-6.92,6.25,0.8,979
Intermediate reticular nucleus,IRN,-6.92,6.08,0.9,979
Intermediate reticular nucleus,IRN,-6.92,6.17,0.92,979
Parvicellular reticular nucleus,PARN,-6.92,5.71,0.93,989
Intermediate reticular nucleus,IRN,-6.92,6.33,1.17,979
Parvicellular reticular nucleus,PARN,-6.92,6.23,1.21,989
Intermediate reticular nucleus,IRN,-6.92,6.58,1.22,979
Intermediate reticular nucleus,IRN,-6.92,6.51,1.23,979
Intermediate reticular nucleus,IRN,-6.92,6.35,1.26,979
Intermediate reticular nucleus,IRN,-6.92,6.56,1.26,979
Intermediate reticular nucleus,IRN,-6.92,6.89,1.31,979
Parvicellular reticular nucleus,PARN,-6.92,6.5,1.39,989
Spinal nucleus of the trigeminal interpolar part,SPVI,-6.92,6.7,2.04,956
Parvicellular reticular nucleus,PARN,-7,6.59,-1.7,989
Parvicellular reticular nucleus,PARN,-7,6.41,-1.67,989
Parvicellular reticular nucleus,PARN,-7,6.53,-1.61,989
Parvicellular reticular nucleus,PARN,-7,6.43,-1.6,989
Parvicellular reticular nucleus,PARN,-7,6.19,-1.58,989
Parvicellular reticular nucleus,PARN,-7,6.03,-1.58,989
Parvicellular reticular nucleus,PARN,-7,6.26,-1.57,989
Parvicellular reticular nucleus,PARN,-7,6.17,-1.55,989
Parvicellular reticular nucleus,PARN,-7,6.45,-1.49,989
Parvicellular reticular nucleus,PARN,-7,5.93,-1.48,989
Parvicellular reticular nucleus,PARN,-7,6.23,-1.46,989
Spinal nucleus of the trigeminal interpolar part,SPVI,-7,5.43,-1.39,956
Parvicellular reticular nucleus,PARN,-7,6.16,-1.38,989
Parvicellular reticular nucleus,PARN,-7,6.32,-1.3,989
Parvicellular reticular nucleus,PARN,-7,5.91,-1.25,989
Intermediate reticular nucleus,IRN,-7,6.27,-1.18,979
Intermediate reticular nucleus,IRN,-7,6.53,-1.14,979
Parvicellular reticular nucleus,PARN,-7,5.77,-1.13,989
Lateral reticular nucleus magnocellular part,LRNm,-7,6.9,-1.12,983
Intermediate reticular nucleus,IRN,-7,6.69,-1.1,979
Intermediate reticular nucleus,IRN,-7,6.32,-1.09,979
Intermediate reticular nucleus,IRN,-7,6.65,-1.04,979
Lateral reticular nucleus magnocellular part,LRNm,-7,6.82,-1.06,983
Lateral reticular nucleus magnocellular part,LRNm,-7,6.97,-1.05,983
Intermediate reticular nucleus,IRN,-7,6.59,-1.04,979
Medullary reticular nucleus ventral part,MDRNv,-7,6.72,-1.04,988
Medullary reticular nucleus ventral part,MDRNv,-7,6.76,-1.03,988
Parvicellular reticular nucleus,PARN,-7,5.58,-1.01,989
Intermediate reticular nucleus,IRN,-7,6.18,-0.94,979
Intermediate reticular nucleus,IRN,-7,6.27,-0.93,979
Intermediate reticular nucleus,IRN,-7,6.55,-0.93,979
Parvicellular reticular nucleus,PARN,-7,5.61,-0.91,989
Medulla,MY,-7,7.1,-0.88,936
Intermediate reticular nucleus,IRN,-7,6.35,-0.87,979
Medullary reticular nucleus ventral part,MDRNv,-7,6.7,-0.87,988
